SystemMeasureIndex,SystemRowIndex,Left,Top,Height,Width,Image
10,4,41,449,66,164,Wagner_WWV086B_201.png
11,4,206,449,66,71,Wagner_WWV086B_201.png
12,4,278,449,66,119,Wagner_WWV086B_201.png
13,4,399,449,66,74,Wagner_WWV086B_201.png
14,4,474,449,66,81,Wagner_WWV086B_201.png
15,5,38,573,66,125,Wagner_WWV086B_201.png
16,5,164,573,66,97,Wagner_WWV086B_201.png
17,5,262,573,66,174,Wagner_WWV086B_201.png
18,5,436,573,66,89,Wagner_WWV086B_201.png
19,6,38,685,66,129,Wagner_WWV086B_201.png
20,6,168,685,66,69,Wagner_WWV086B_201.png
21,6,238,685,66,162,Wagner_WWV086B_201.png
22,6,401,685,66,154,Wagner_WWV086B_201.png
1,1,57,72,71,127,Wagner_WWV086B_202.png
2,1,185,72,71,65,Wagner_WWV086B_202.png
3,1,251,72,71,173,Wagner_WWV086B_202.png
4,1,425,72,71,146,Wagner_WWV086B_202.png
5,2,57,201,69,181,Wagner_WWV086B_202.png
6,2,239,201,69,155,Wagner_WWV086B_202.png
7,2,396,201,69,175,Wagner_WWV086B_202.png
8,3,57,333,70,217,Wagner_WWV086B_202.png
9,3,275,333,70,160,Wagner_WWV086B_202.png
10,3,436,333,70,135,Wagner_WWV086B_202.png
11,4,57,454,70,177,Wagner_WWV086B_202.png
12,4,235,454,70,97,Wagner_WWV086B_202.png
13,4,333,454,70,139,Wagner_WWV086B_202.png
14,4,473,454,70,99,Wagner_WWV086B_202.png
15,5,58,568,65,123,Wagner_WWV086B_202.png
16,5,182,568,65,74,Wagner_WWV086B_202.png
17,5,257,568,65,74,Wagner_WWV086B_202.png
18,5,332,568,65,76,Wagner_WWV086B_202.png
19,5,409,568,65,71,Wagner_WWV086B_202.png
20,5,482,567,64,66,Wagner_WWV086B_202.png
21,6,59,681,69,147,Wagner_WWV086B_202.png
22,6,207,681,69,117,Wagner_WWV086B_202.png
23,6,324,681,69,126,Wagner_WWV086B_202.png
24,6,452,681,69,122,Wagner_WWV086B_202.png
1,1,40,68,70,167,Wagner_WWV086B_203.png
2,1,208,68,70,167,Wagner_WWV086B_203.png
3,1,376,68,70,177,Wagner_WWV086B_203.png
4,2,40,189,75,202,Wagner_WWV086B_203.png
5,2,243,189,75,172,Wagner_WWV086B_203.png
6,2,416,189,75,137,Wagner_WWV086B_203.png
7,3,40,304,81,147,Wagner_WWV086B_203.png
8,3,188,304,81,119,Wagner_WWV086B_203.png
9,3,308,304,81,121,Wagner_WWV086B_203.png
10,3,430,304,81,123,Wagner_WWV086B_203.png
11,4,40,431,69,141,Wagner_WWV086B_203.png
12,4,182,431,69,132,Wagner_WWV086B_203.png
13,4,315,431,69,134,Wagner_WWV086B_203.png
14,4,450,431,69,103,Wagner_WWV086B_203.png
15,5,40,554,68,176,Wagner_WWV086B_203.png
16,5,217,554,68,177,Wagner_WWV086B_203.png
17,5,395,554,68,158,Wagner_WWV086B_203.png
18,6,40,676,71,162,Wagner_WWV086B_203.png
19,6,203,676,71,112,Wagner_WWV086B_203.png
20,6,316,676,71,126,Wagner_WWV086B_203.png
21,6,443,676,71,110,Wagner_WWV086B_203.png
1,1,51,76,75,170,Wagner_WWV086B_204.png
2,1,222,76,75,129,Wagner_WWV086B_204.png
3,1,352,76,75,80,Wagner_WWV086B_204.png
4,1,433,76,75,130,Wagner_WWV086B_204.png
5,2,52,220,63,149,Wagner_WWV086B_204.png
6,2,202,220,61,77,Wagner_WWV086B_204.png
7,2,280,220,60,75,Wagner_WWV086B_204.png
8,2,356,220,59,80,Wagner_WWV086B_204.png
9,2,436,220,57,52,Wagner_WWV086B_204.png
10,2,490,220,57,74,Wagner_WWV086B_204.png
11,3,52,331,62,61,Wagner_WWV086B_204.png
12,3,115,331,62,64,Wagner_WWV086B_204.png
13,3,180,332,62,63,Wagner_WWV086B_204.png
14,3,244,331,62,71,Wagner_WWV086B_204.png
15,3,316,331,62,61,Wagner_WWV086B_204.png
16,3,378,331,62,64,Wagner_WWV086B_204.png
17,3,443,331,62,57,Wagner_WWV086B_204.png
18,3,501,331,62,64,Wagner_WWV086B_204.png
19,4,52,446,65,97,Wagner_WWV086B_204.png
20,4,151,446,65,67,Wagner_WWV086B_204.png
21,4,219,446,65,113,Wagner_WWV086B_204.png
22,4,333,446,65,117,Wagner_WWV086B_204.png
23,4,451,446,65,115,Wagner_WWV086B_204.png
24,5,54,560,71,166,Wagner_WWV086B_204.png
25,5,221,560,71,113,Wagner_WWV086B_204.png
26,5,335,560,71,110,Wagner_WWV086B_204.png
27,5,446,560,71,121,Wagner_WWV086B_204.png
28,6,55,675,81,211,Wagner_WWV086B_204.png
29,6,267,675,81,172,Wagner_WWV086B_204.png
30,6,440,675,81,128,Wagner_WWV086B_204.png
1,1,51,68,66,180,Wagner_WWV086B_205.png
2,1,232,68,66,158,Wagner_WWV086B_205.png
3,1,391,68,66,171,Wagner_WWV086B_205.png
4,2,50,191,76,187,Wagner_WWV086B_205.png
5,2,238,191,76,98,Wagner_WWV086B_205.png
6,2,337,191,76,110,Wagner_WWV086B_205.png
7,2,448,191,76,115,Wagner_WWV086B_205.png
8,3,50,324,63,157,Wagner_WWV086B_205.png
9,3,208,324,63,117,Wagner_WWV086B_205.png
10,3,326,324,63,80,Wagner_WWV086B_205.png
11,3,407,324,63,155,Wagner_WWV086B_205.png
12,4,49,447,65,138,Wagner_WWV086B_205.png
13,4,188,447,65,105,Wagner_WWV086B_205.png
14,4,294,447,65,68,Wagner_WWV086B_205.png
15,4,363,447,65,64,Wagner_WWV086B_205.png
16,4,428,447,65,65,Wagner_WWV086B_205.png
17,4,494,447,65,68,Wagner_WWV086B_205.png
18,5,47,564,62,112,Wagner_WWV086B_205.png
19,5,161,564,62,91,Wagner_WWV086B_205.png
20,5,254,564,62,99,Wagner_WWV086B_205.png
21,5,354,564,62,96,Wagner_WWV086B_205.png
22,5,451,564,62,110,Wagner_WWV086B_205.png
23,6,47,678,72,156,Wagner_WWV086B_205.png
24,6,205,678,72,167,Wagner_WWV086B_205.png
25,6,373,678,72,97,Wagner_WWV086B_205.png
26,6,471,678,72,90,Wagner_WWV086B_205.png
1,1,49,67,73,193,Wagner_WWV086B_206.png
2,1,243,67,73,171,Wagner_WWV086B_206.png
3,1,415,67,73,149,Wagner_WWV086B_206.png
4,2,50,193,73,193,Wagner_WWV086B_206.png
5,2,244,193,73,176,Wagner_WWV086B_206.png
6,2,421,193,73,143,Wagner_WWV086B_206.png
7,3,50,317,63,247,Wagner_WWV086B_206.png
8,3,298,317,63,266,Wagner_WWV086B_206.png
9,4,51,444,63,298,Wagner_WWV086B_206.png
10,4,350,444,63,214,Wagner_WWV086B_206.png
11,5,52,567,64,261,Wagner_WWV086B_206.png
12,5,314,567,64,251,Wagner_WWV086B_206.png
13,6,52,686,71,280,Wagner_WWV086B_206.png
14,6,334,686,69,232,Wagner_WWV086B_206.png
1,1,51,71,63,203,Wagner_WWV086B_207.png
2,1,254,71,63,150,Wagner_WWV086B_207.png
3,1,406,71,63,158,Wagner_WWV086B_207.png
4,2,51,186,68,188,Wagner_WWV086B_207.png
5,2,239,186,68,166,Wagner_WWV086B_207.png
6,2,407,186,68,155,Wagner_WWV086B_207.png
7,3,50,308,68,196,Wagner_WWV086B_207.png
8,3,247,308,68,171,Wagner_WWV086B_207.png
9,3,419,308,68,145,Wagner_WWV086B_207.png
10,4,49,438,71,134,Wagner_WWV086B_207.png
11,4,183,438,71,143,Wagner_WWV086B_207.png
12,4,328,438,71,235,Wagner_WWV086B_207.png
13,5,49,575,70,273,Wagner_WWV086B_207.png
14,5,323,575,70,239,Wagner_WWV086B_207.png
15,6,48,696,58,270,Wagner_WWV086B_207.png
16,6,320,696,58,244,Wagner_WWV086B_207.png
1,1,59,70,67,278,Wagner_WWV086B_208.png
2,1,336,70,67,238,Wagner_WWV086B_208.png
3,2,61,188,66,274,Wagner_WWV086B_208.png
4,2,337,188,66,238,Wagner_WWV086B_208.png
5,3,61,318,56,274,Wagner_WWV086B_208.png
6,3,336,318,56,240,Wagner_WWV086B_208.png
7,4,61,437,59,271,Wagner_WWV086B_208.png
8,4,332,437,59,243,Wagner_WWV086B_208.png
9,5,63,565,66,266,Wagner_WWV086B_208.png
10,5,330,565,66,247,Wagner_WWV086B_208.png
11,6,63,692,67,273,Wagner_WWV086B_208.png
12,6,338,692,67,239,Wagner_WWV086B_208.png
1,1,42,77,67,276,Wagner_WWV086B_209.png
2,1,319,77,67,235,Wagner_WWV086B_209.png
3,2,41,198,66,276,Wagner_WWV086B_209.png
4,2,318,198,66,235,Wagner_WWV086B_209.png
5,3,40,320,67,282,Wagner_WWV086B_209.png
6,3,323,320,67,229,Wagner_WWV086B_209.png
7,4,38,440,69,276,Wagner_WWV086B_209.png
8,4,316,440,69,236,Wagner_WWV086B_209.png
9,5,38,565,68,264,Wagner_WWV086B_209.png
10,5,303,565,68,249,Wagner_WWV086B_209.png
11,6,37,686,67,285,Wagner_WWV086B_209.png
12,6,323,686,67,228,Wagner_WWV086B_209.png
1,1,49,69,73,319,Wagner_WWV086B_210.png
2,1,369,69,73,194,Wagner_WWV086B_210.png
3,2,49,199,68,208,Wagner_WWV086B_210.png
4,2,258,199,68,153,Wagner_WWV086B_210.png
5,2,412,199,68,152,Wagner_WWV086B_210.png
6,3,50,325,69,198,Wagner_WWV086B_210.png
7,3,250,325,69,159,Wagner_WWV086B_210.png
8,3,410,325,69,154,Wagner_WWV086B_210.png
9,4,49,441,67,205,Wagner_WWV086B_210.png
10,4,254,441,67,151,Wagner_WWV086B_210.png
11,4,407,441,67,155,Wagner_WWV086B_210.png
12,5,49,563,68,201,Wagner_WWV086B_210.png
13,5,252,563,68,155,Wagner_WWV086B_210.png
14,5,408,563,68,155,Wagner_WWV086B_210.png
15,6,49,676,66,188,Wagner_WWV086B_210.png
16,6,238,676,66,140,Wagner_WWV086B_210.png
17,6,379,676,66,145,Wagner_WWV086B_210.png
18,6,525,676,66,35,Wagner_WWV086B_210.png
