mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_line	diminuendo_line	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
548	543	2909/2	2921/2	1.5		0	0	Chord	3/4	3	1	3/8			1/4	3/2	7926								814						
548	543	1456	1462	0.5		3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	7927								814						
548	543	2913/2	2925/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	7928		articStaccatoAbove												
548	543	2909/2	2921/2	1.0		0	0	Chord	3/4	4	1	1/4			1/4	1	7929														
549	544	2915/2	2927/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	7930														
549	544	8747/6	8783/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	7931														
549	544	8749/6	8785/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	7932														
549	544	2917/2	2929/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	7933														
549	544	8753/6	8789/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	7934														
549	544	8755/6	8791/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	7935														
549	544	2919/2	2931/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	7936														
549	544	8759/6	8795/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	7937														
549	544	8761/6	8797/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	7938														
549	544	2915/2	2927/2	1.5		0	0	Chord	3/4	2	1	3/8			1/4	3/2	7939								815						
549	544	1459	1465	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	7940								815						
549	544	2919/2	2931/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	7941		articStaccatoAbove												
549	544	2915/2	2927/2	1.5		0	0	Chord	3/4	3	1	3/8			1/4	3/2	7942								816						
549	544	1459	1465	0.5		3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	7943								816						
549	544	2919/2	2931/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	7944		articStaccatoAbove												
549	544	2915/2	2927/2	0.0		0	0	Spanner	3/4	4	1	0															130				
549	544	2915/2	2927/2	1.5		0	0	Chord	3/4	4	1	3/8			1/4	3/2	7945								817		130				
549	544	1459	1465	0.5		3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	7946								817		130				
549	544	2919/2	2931/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	7947		articStaccatoAbove								130				
550	545	2921/2	2933/2	0.0		0	0	Dynamic	3/4	1	1	0						sfp													
550	545	2921/2	2933/2	3.0		0	0	Chord	3/4	1	1	3/4			1/2	3/2	7948														
550	545	2921/2	2933/2	0.0		0	0	Dynamic	3/4	2	1	0						sfp													
550	545	2921/2	2933/2	3.0		0	0	Chord	3/4	2	1	3/4			1/2	3/2	7949														
550	545	2921/2	2933/2	0.0		0	0	Dynamic	3/4	3	1	0						sfp													
550	545	2921/2	2933/2	3.0		0	0	Chord	3/4	3	1	3/4			1/2	3/2	7950														
550	545	2921/2	2933/2	0.0		0	0	Dynamic	3/4	4	1	0						sfp													
550	545	2921/2	2933/2	0.0		0	0	Spanner	3/4	4	1	0																			
550	545	2921/2	2933/2	3.0		0	0	Chord	3/4	4	1	3/4			1/2	3/2	7951														
551	546	1464	1470	0.0		1/8	1/8	Dynamic	3/4	1	1	0						p													
551	546	1464	1470	0.5		1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	7952								818						
551	546	2929/2	2941/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	7953								818						
551	546	1465	1471	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	7954								818						
551	546	2931/2	2943/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	7955								818						
551	546	1466	1472	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	7956														
551	546	2931/2	2943/2	0.0		1/2	1/2	Dynamic	3/4	2	1	0						p													
551	546	2931/2	2943/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	7957								819						
551	546	2931/2	2943/2	0.0		1/2	1/2	Dynamic	3/4	3	1	0						p													
551	546	2931/2	2943/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	7958														
551	546	2931/2	2943/2	0.0		1/2	1/2	Dynamic	3/4	4	1	0						p													
551	546	2931/2	2943/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	7959								820						
552	547	2933/2	2945/2	1.5		0	0	Chord	3/4	1	1	3/8			1/4	3/2	7960								821						
552	547	1468	1474	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	7961								821						
552	547	2937/2	2949/2	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	7962		articStaccatoBelow												
552	547	2933/2	2945/2	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	7963														
552	547	2933/2	2945/2	1.0		0	0	Chord	3/4	3	1	1/4			1/4	1	7964														
552	547	2933/2	2945/2	1.0		0	0	Chord	3/4	4	1	1/4			1/4	1	7965														
553	548	2939/2	2951/2	1.5		0	0	Chord	3/4	1	1	3/8			1/4	3/2	7966								822						
553	548	1471	1477	0.5		3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	7967								822						
553	548	2943/2	2955/2	1.0		1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	7968		articStaccatoBelow												
553	548	2939/2	2951/2	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	7969														
553	548	2939/2	2951/2	1.0		0	0	Chord	3/4	3	1	1/4			1/4	1	7970														
553	548	2939/2	2951/2	1.0		0	0	Chord	3/4	4	1	1/4			1/4	1	7971														
554	549	2945/2	2957/2	0.0		0	0	Chord	3/4	1	1	0	grace16after		1/16	1	7972														
554	549	2945/2	2957/2	0.0		0	0	Chord	3/4	1	1	0	grace16after		1/16	1	7973														
554	549	2945/2	2957/2	0.0		0	0	Chord	3/4	1	1	0	grace16after		1/16	1	7974														
554	549	2945/2	2957/2	0.0		0	0	Chord	3/4	1	1	0	grace16after		1/16	1	7975														
554	549	2945/2	2957/2	2.0		0	0	Chord	3/4	1	1	1/2			1/2	1	7976								823						
554	549	2949/2	2961/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	7977								823						
554	549	1475	1481	0.5		5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	7978														
554	549	2947/2	2959/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	7979								824						
554	549	2949/2	2961/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	7980								824						
554	549	2947/2	2959/2	1.0		1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	7981								825						
554	549	2949/2	2961/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	7982								825						
554	549	2947/2	2959/2	1.0		1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	7983														
554	549	2949/2	2961/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	7984														
555	550	2951/2	2963/2	1.0		0	0	Chord	3/4	1	1	1/4			1/4	1	7985														
555	550	2951/2	2963/2	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	7986														
555	550	2951/2	2963/2	1.0		0	0	Chord	3/4	3	1	1/4			1/4	1	7987														
555	550	2951/2	2963/2	1.0		0	0	Chord	3/4	4	1	1/4			1/4	1	7988														
556	551	2957/2	2969/2	0.0		0	0	Dynamic	3/4	1	1	0						p													
556	551	2957/2	2969/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	7989														
556	551	8873/6	8909/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	7990														
556	551	8875/6	8911/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	7991														
556	551	2959/2	2971/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	7992														
556	551	8879/6	8915/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	7993														
556	551	8881/6	8917/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	7994														
556	551	2961/2	2973/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	7995														
556	551	8885/6	8921/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	7996														
556	551	8887/6	8923/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	7997														
556	551	2959/2	2971/2	0.0		1/4	1/4	Dynamic	3/4	2	1	0						p													
556	551	2959/2	2971/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	7998		articStaccatoAbove												
556	551	2961/2	2973/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	7999		articStaccatoAbove												
556	551	2957/2	2969/2	0.0		0	0	Dynamic	3/4	3	1	0						p													
556	551	2957/2	2969/2	3.0		0	0	Chord	3/4	3	1	3/4			1/2	3/2	8000														
556	551	2957/2	2969/2	0.0		0	0	Dynamic	3/4	4	1	0						p													
556	551	2957/2	2969/2	3.0		0	0	Chord	3/4	4	1	3/4			1/2	3/2	8001														
557	552	2963/2	2975/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8002														
557	552	8891/6	8927/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8003														
557	552	8893/6	8929/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8004														
557	552	2965/2	2977/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8005														
557	552	8897/6	8933/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8006														
557	552	8899/6	8935/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8007														
557	552	2967/2	2979/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8008														
557	552	8903/6	8939/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8009														
557	552	8905/6	8941/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8010														
557	552	2963/2	2975/2	1.5		0	0	Chord	3/4	2	1	3/8			1/4	3/2	8011								826						
557	552	1483	1489	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	8012								826						
557	552	2967/2	2979/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	8013		articStaccatoBelow												
557	552	2963/2	2975/2	3.0		0	0	Chord	3/4	3	1	3/4			1/2	3/2	8014														
557	552	2963/2	2975/2	3.0		0	0	Chord	3/4	4	1	3/4			1/2	3/2	8015														
558	553	2969/2	2981/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8016														
558	553	8909/6	8945/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8017														
558	553	8911/6	8947/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8018														
558	553	2971/2	2983/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8019														
558	553	8915/6	8951/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8020														
558	553	8917/6	8953/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8021														
558	553	2973/2	2985/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8022														
558	553	8921/6	8957/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8023														
558	553	8923/6	8959/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8024														
558	553	2969/2	2981/2	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	8025														
558	553	2969/2	2981/2	1.0		0	0	Chord	3/4	3	1	1/4			1/4	1	8026														
558	553	2971/2	2983/2	1.0		1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	8027		articStaccatoBelow												
558	553	2973/2	2985/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	8028		articStaccatoBelow												
558	553	2969/2	2981/2	1.0		0	0	Chord	3/4	4	1	1/4			1/4	1	8029														
558	553	2971/2	2983/2	1.0		1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	8030		articStaccatoBelow												
558	553	2973/2	2985/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	8031		articStaccatoBelow												
559	554	2975/2	2987/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8032														
559	554	8927/6	8963/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8033														
559	554	8929/6	8965/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8034														
559	554	2977/2	2989/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8035														
559	554	8933/6	8969/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8036														
559	554	8935/6	8971/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8037														
559	554	2979/2	2991/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8038														
559	554	8939/6	8975/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8039														
559	554	8941/6	8977/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8040														
559	554	2975/2	2987/2	1.5		0	0	Chord	3/4	3	1	3/8			1/4	3/2	8041								827						
559	554	1489	1495	0.5		3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	8042								827						
559	554	2979/2	2991/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	8043		articStaccatoAbove												
559	554	2975/2	2987/2	1.5		0	0	Chord	3/4	4	1	3/8			1/4	3/2	8044								828						
559	554	1489	1495	0.5		3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	8045								828						
559	554	2979/2	2991/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	8046		articStaccatoBelow												
560	555	2981/2	2993/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8047														
560	555	8945/6	8981/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8048														
560	555	8947/6	8983/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8049														
560	555	2983/2	2995/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8050														
560	555	8951/6	8987/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8051														
560	555	8953/6	8989/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8052														
560	555	2985/2	2997/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8053														
560	555	8957/6	8993/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8054														
560	555	8959/6	8995/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8055														
560	555	2983/2	2995/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	8056		articStaccatoAbove												
560	555	2985/2	2997/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	8057		articStaccatoAbove												
560	555	2981/2	2993/2	1.0		0	0	Chord	3/4	3	1	1/4			1/4	1	8058		articStaccatoAbove												
560	555	2981/2	2993/2	3.0		0	0	Chord	3/4	4	1	3/4			1/2	3/2	8059														
561	556	2987/2	2999/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8060														
561	556	8963/6	8999/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8061														
561	556	8965/6	9001/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8062														
561	556	2989/2	3001/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8063														
561	556	8969/6	9005/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8064														
561	556	8971/6	9007/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8065														
561	556	2991/2	3003/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8066														
561	556	8975/6	9011/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8067														
561	556	8977/6	9013/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8068														
561	556	2987/2	2999/2	1.5		0	0	Chord	3/4	2	1	3/8			1/4	3/2	8069								829						
561	556	1495	1501	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	8070								829						
561	556	2991/2	3003/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	8071		articStaccatoBelow												
561	556	2987/2	2999/2	3.0		0	0	Chord	3/4	3	1	3/4			1/2	3/2	8072														
561	556	2987/2	2999/2	3.0		0	0	Chord	3/4	4	1	3/4			1/2	3/2	8073														
562	557	2993/2	3005/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8074														
562	557	8981/6	9017/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8075														
562	557	8983/6	9019/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8076														
562	557	2995/2	3007/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8077														
562	557	8987/6	9023/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8078														
562	557	8989/6	9025/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8079														
562	557	2997/2	3009/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8080														
562	557	8993/6	9029/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8081														
562	557	8995/6	9031/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8082														
562	557	2993/2	3005/2	1.0		0	0	Chord	3/4	2	1	1/4			1/4	1	8083														
562	557	2993/2	3005/2	1.0		0	0	Chord	3/4	3	1	1/4			1/4	1	8084														
562	557	2995/2	3007/2	1.0		1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	8085		articStaccatoBelow												
562	557	2997/2	3009/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	8086		articStaccatoBelow												
562	557	2993/2	3005/2	1.0		0	0	Chord	3/4	4	1	1/4			1/4	1	8087														
562	557	2995/2	3007/2	1.0		1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	8088		articStaccatoBelow												
562	557	2997/2	3009/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	8089		articStaccatoBelow												
563	558	2999/2	3011/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8090														
563	558	8999/6	9035/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8091														
563	558	9001/6	9037/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8092														
563	558	3001/2	3013/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8093														
563	558	9005/6	9041/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8094														
563	558	9007/6	9043/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8095														
563	558	3003/2	3015/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8096														
563	558	9011/6	9047/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8097														
563	558	9013/6	9049/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8098														
563	558	2999/2	3011/2	1.5		0	0	Chord	3/4	3	1	3/8			1/4	3/2	8099								830						
563	558	1501	1507	0.5		3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	8100								830						
563	558	3003/2	3015/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	8101		articStaccatoAbove												
563	558	2999/2	3011/2	1.5		0	0	Chord	3/4	4	1	3/8			1/4	3/2	8102								831						
563	558	1501	1507	0.5		3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	8103								831						
563	558	3003/2	3015/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	8104		articStaccatoBelow												
564	559	3005/2	3017/2	0.0		0	0	Spanner	3/4	1	1	0															131				
564	559	3005/2	3017/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8105										131				
564	559	9017/6	9053/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8106										131				
564	559	9019/6	9055/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8107										131				
564	559	3007/2	3019/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8108										131				
564	559	9023/6	9059/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8109										131				
564	559	9025/6	9061/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8110										131				
564	559	3009/2	3021/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8111										131				
564	559	9029/6	9065/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8112										131				
564	559	9031/6	9067/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8113										131				
564	559	3007/2	3019/2	0.0		1/4	1/4	Spanner	3/4	2	1	0															132				
564	559	3007/2	3019/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	8114		articStaccatoAbove								132				
564	559	3009/2	3021/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	8115		articStaccatoAbove								132				
564	559	3005/2	3017/2	1.0		0	0	Chord	3/4	3	1	1/4			1/4	1	8116		articStaccatoAbove												
564	559	3005/2	3017/2	1.0		0	0	Chord	3/4	4	1	1/4			1/4	1	8117		articStaccatoBelow												
565	560	3011/2	3023/2	0.0		0	0	Spanner	3/4	1	1	0																			
565	560	3011/2	3023/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8118														
565	560	9035/6	9071/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8119														
565	560	9037/6	9073/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8120														
565	560	3013/2	3025/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8121														
565	560	9041/6	9077/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8122														
565	560	9043/6	9079/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8123														
565	560	3015/2	3027/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8124														
565	560	9047/6	9083/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8125														
565	560	9049/6	9085/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8126														
565	560	3011/2	3023/2	0.0		0	0	Spanner	3/4	2	1	0																			
565	560	3011/2	3023/2	1.5		0	0	Chord	3/4	2	1	3/8			1/4	3/2	8127								832						
565	560	1507	1513	0.5		3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	8128								832						
565	560	3015/2	3027/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	8129		articStaccatoBelow												
565	560	3013/2	3025/2	0.0		1/4	1/4	Spanner	3/4	3	1	0															133				
565	560	3013/2	3025/2	1.0		1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	8130		articStaccatoBelow								133				
565	560	3015/2	3027/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	8131		articStaccatoBelow								133				
565	560	3013/2	3025/2	0.0		1/4	1/4	Spanner	3/4	4	1	0															134				
565	560	3013/2	3025/2	1.0		1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	8132		articStaccatoAbove								134				
565	560	3015/2	3027/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	8133		articStaccatoAbove								134				
566	561	3017/2	3029/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8134														
566	561	9053/6	9089/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8135														
566	561	9055/6	9091/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8136														
566	561	3019/2	3031/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8137														
566	561	9059/6	9095/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8138														
566	561	9061/6	9097/6	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12			1/8	2/3	8139														
566	561	3021/2	3033/2	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12			1/8	2/3	8140														
566	561	9065/6	9101/6	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12			1/8	2/3	8141														
566	561	9067/6	9103/6	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12			1/8	2/3	8142														
566	561	3019/2	3031/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	8143		articStaccatoAbove												
566	561	3021/2	3033/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	8144		articStaccatoAbove												
566	561	3017/2	3029/2	0.0		0	0	Spanner	3/4	3	1	0																			
566	561	3017/2	3029/2	1.5		0	0	Chord	3/4	3	1	3/8			1/4	3/2	8145								833						
566	561	1510	1516	0.5		3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	8146								833						
566	561	3021/2	3033/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4			1/4	1	8147		articStaccatoAbove												
566	561	3017/2	3029/2	0.0		0	0	Spanner	3/4	4	1	0																			
566	561	3017/2	3029/2	1.0		0	0	Chord	3/4	4	1	1/4			1/4	1	8148														
567	562	3023/2	3035/2	0.3333333333333333		0	0	Chord	3/4	1	1	1/12			1/8	2/3	8149														
567	562	9071/6	9107/6	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12			1/8	2/3	8150														
567	562	9073/6	9109/6	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12			1/8	2/3	8151														
567	562	3025/2	3037/2	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12			1/8	2/3	8152														
567	562	9077/6	9113/6	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12			1/8	2/3	8153														
