mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	diminuendo_line	HairPin:3_decresc.
307	282	1223/2	1227/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	3019		articStaccatoBelow									
307	282	1225/2	1229/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	3020		articStaccatoBelow									
308	283	613	615	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3021											
308	283	614	616	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3022		articStaccatoAbove									
308	283	1229/2	1233/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3023		articStaccatoBelow									
308	283	1231/2	1235/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3024		articStaccatoAbove									
308	283	613	615	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	3025											
308	283	1229/2	1233/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3026											
308	283	2459/4	2467/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3027											
308	283	615	617	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3028											
308	283	2461/4	2469/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3029											
308	283	1231/2	1235/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3030											
308	283	2463/4	2471/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3031											
309	284	616	618	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3032		articStaccatoBelow									
309	284	617	619	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3033		articStaccatoAbove									
309	284	1235/2	1239/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3034		articStaccatoBelow									
309	284	1237/2	1241/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3035		articStaccatoAbove									
309	284	616	618	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3036											
309	284	2465/4	2473/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3037											
309	284	1233/2	1237/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3038											
309	284	2467/4	2475/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3039											
309	284	617	619	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3040											
309	284	2469/4	2477/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3041											
309	284	1235/2	1239/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3042											
309	284	2471/4	2479/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3043											
309	284	618	620	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3044											
309	284	2473/4	2481/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3045											
309	284	1237/2	1241/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3046											
309	284	2475/4	2483/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3047											
310	285	619	621	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3048											
310	285	1241/2	1245/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	3049											
310	285	2483/4	2491/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	3050											
310	285	621	623	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	3051											
310	285	2485/4	2493/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	3052											
310	285	1243/2	1247/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	3053											
310	285	2487/4	2495/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	3054											
310	285	619	621	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	3055											
310	285	620	622	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	3056		articStaccatoBelow									
310	285	1241/2	1245/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	3057		articStaccatoBelow									
310	285	1243/2	1247/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	3058		articStaccatoBelow									
311	286	622	624	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	3059											
311	286	2489/4	2497/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	3060											
311	286	1245/2	1249/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	3061											
311	286	2491/4	2499/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16		1/16	1	3062											
311	286	623	625	0.25		1/4	1/4	Chord	6/8	1	1	1/16		1/16	1	3063											
311	286	2493/4	2501/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	3064											
311	286	1247/2	1251/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	3065											
311	286	2495/4	2503/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	3066											
311	286	624	626	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	3067											
311	286	2497/4	2505/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	3068											
311	286	1249/2	1253/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	3069											
311	286	2499/4	2507/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	3070											
311	286	622	624	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	3071		articStaccatoBelow									
311	286	623	625	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	3072		articStaccatoBelow									
311	286	1247/2	1251/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	3073		articStaccatoBelow									
311	286	1249/2	1253/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	3074		articStaccatoBelow									
312	287	625	627	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3075											
312	287	626	628	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3076											
312	287	1253/2	1257/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3077		articStaccatoAbove									
312	287	1255/2	1259/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3078		articStaccatoAbove									
312	287	1253/2	1257/2	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	3079											
312	287	625	627	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3080											
313	288	628	630	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3081		articStaccatoAbove									
313	288	629	631	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3082		articStaccatoAbove									
313	288	1259/2	1263/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3083		articStaccatoAbove									
313	288	1261/2	1265/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3084		articStaccatoAbove									
313	288	628	630	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	3085											
313	288	1259/2	1263/2	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	3086											
313	288	628	630	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3087											
314	289	631	633	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3088		articStaccatoAbove									
314	289	632	634	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3089		articStaccatoAbove									
314	289	1265/2	1269/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3090		articStaccatoAbove									
314	289	1267/2	1271/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3091		articStaccatoAbove									
314	289	631	633	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	3092											
314	289	1265/2	1269/2	1.0		3/8	3/8	Chord	6/8	1	2	1/4		1/4	1	3093											
314	289	631	633	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3094											
315	290	634	636	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	3095								215			
315	290	1269/2	1273/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3096								215			
315	290	635	637	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3097								215			
315	290	1271/2	1275/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3098								215			
315	290	636	638	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3099								215			
315	290	1273/2	1277/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3100											
315	290	634	636	1.0		0	0	Chord	6/8	1	2	1/4		1/4	1	3101											
315	290	1271/2	1275/2	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	3102											
315	290	634	636	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3103											
316	291	1275/2	1279/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3104								216			
316	291	638	640	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3105								216			
316	291	1277/2	1281/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3106								216			
316	291	639	641	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3107								216			
316	291	1279/2	1283/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3108											
316	291	637	639	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	3109											
316	291	637	639	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3110											
317	292	1281/2	1285/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3111								217			
317	292	641	643	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3112								217			
317	292	1283/2	1287/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3113								217			
317	292	642	644	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3114								217			
317	292	1285/2	1289/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3115											
317	292	640	642	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	3116											
317	292	640	642	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3117											
318	293	1287/2	1291/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3118								218			
318	293	644	646	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3119								218			
318	293	1289/2	1293/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3120								218			
318	293	645	647	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3121								218			
318	293	1291/2	1295/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3122											
318	293	643	645	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	3123											
318	293	643	645	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3124											
319	294	1293/2	1297/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	3125								219			
319	294	647	649	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3126								219			
319	294	1295/2	1299/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	3127								219			
319	294	648	650	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	3128								219			
319	294	1297/2	1301/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3129											
319	294	646	648	3.0		0	0	Chord	6/8	1	2	3/4		1/2	3/2	3130											
319	294	646	648	3.0		0	0	Chord	6/8	2	1	3/4		1/2	3/2	3131											
320	295	649	651	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3132											
320	295	650	652	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3133		articStaccatoAbove									
320	295	1301/2	1305/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3134		articStaccatoAbove									
320	295	1303/2	1307/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3135		articStaccatoAbove									
320	295	649	651	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3136											
320	295	2597/4	2605/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3137											
320	295	1299/2	1303/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3138											
320	295	2599/4	2607/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3139											
320	295	650	652	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3140											
320	295	2601/4	2609/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3141											
320	295	1301/2	1305/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3142											
320	295	2603/4	2611/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3143											
320	295	651	653	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3144											
320	295	2605/4	2613/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3145											
320	295	1303/2	1307/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3146											
320	295	2607/4	2615/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3147											
321	296	652	654	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3148		articStaccatoAbove									
321	296	653	655	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3149		articStaccatoAbove									
321	296	1307/2	1311/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3150		articStaccatoBelow									
321	296	1309/2	1313/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3151		articStaccatoBelow									
321	296	652	654	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3152											
321	296	2609/4	2617/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3153											
321	296	1305/2	1309/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3154											
321	296	2611/4	2619/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3155											
321	296	653	655	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3156											
321	296	2613/4	2621/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3157											
321	296	1307/2	1311/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3158											
321	296	2615/4	2623/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3159											
321	296	654	656	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3160											
321	296	2617/4	2625/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3161											
321	296	1309/2	1313/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3162											
321	296	2619/4	2627/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3163											
322	297	655	657	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3164		articStaccatoBelow									
322	297	656	658	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3165		articStaccatoAbove									
322	297	1313/2	1317/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3166		articStaccatoBelow									
322	297	1315/2	1319/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3167		articStaccatoBelow									
322	297	655	657	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3168											
322	297	2621/4	2629/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3169											
322	297	1311/2	1315/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3170											
322	297	2623/4	2631/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3171											
322	297	656	658	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3172											
322	297	2625/4	2633/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3173											
322	297	1313/2	1317/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3174											
322	297	2627/4	2635/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3175											
322	297	657	659	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3176											
322	297	2629/4	2637/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3177											
322	297	1315/2	1319/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3178											
322	297	2631/4	2639/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3179											
323	298	658	660	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3180		articStaccatoBelow									
323	298	659	661	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	3181		articStaccatoBelow									
323	298	1319/2	1323/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3182		articStaccatoAbove									
323	298	1321/2	1325/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3183		articStaccatoAbove									
323	298	658	660	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3184											
323	298	2633/4	2641/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3185											
323	298	1317/2	1321/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3186											
323	298	2635/4	2643/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3187											
323	298	659	661	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3188											
323	298	2637/4	2645/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3189											
323	298	1319/2	1323/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3190											
323	298	2639/4	2647/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3191											
323	298	660	662	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3192											
323	298	2641/4	2649/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3193											
323	298	1321/2	1325/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3194											
323	298	2643/4	2651/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3195											
324	299	661	663	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	3196								220			
324	299	1325/2	1329/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3197								220			
324	299	1327/2	1331/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3198											
324	299	661	663	1.5		0	0	Chord	6/8	1	2	3/8		1/4	3/2	3199											
324	299	1325/2	1329/2	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	3200											
324	299	661	663	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3201											
324	299	2645/4	2653/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3202											
324	299	1323/2	1327/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3203											
324	299	2647/4	2655/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3204											
324	299	662	664	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3205											
324	299	2649/4	2657/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3206											
324	299	1325/2	1329/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3207											
324	299	2651/4	2659/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3208											
324	299	663	665	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3209											
324	299	2653/4	2661/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3210											
324	299	1327/2	1331/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3211											
324	299	2655/4	2663/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3212											
325	300	664	666	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	3213								221			
325	300	1331/2	1335/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	3214								221			
325	300	1333/2	1337/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	3215											
325	300	664	666	1.5		0	0	Chord	6/8	1	2	3/8		1/4	3/2	3216											
325	300	1331/2	1335/2	1.5		3/8	3/8	Chord	6/8	1	2	3/8		1/4	3/2	3217											
325	300	664	666	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3218											
325	300	2657/4	2665/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3219											
325	300	1329/2	1333/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3220											
325	300	2659/4	2667/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3221											
325	300	665	667	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3222											
325	300	2661/4	2669/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3223											
325	300	1331/2	1335/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3224											
325	300	2663/4	2671/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3225											
325	300	666	668	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3226											
325	300	2665/4	2673/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3227											
325	300	1333/2	1337/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3228											
325	300	2667/4	2675/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3229											
326	301	667	669	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	3230											
326	301	667	669	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3231											
326	301	2669/4	2677/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3232											
326	301	1335/2	1339/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3233											
326	301	2671/4	2679/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3234											
326	301	668	670	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3235											
326	301	2673/4	2681/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3236											
326	301	1337/2	1341/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3237											
326	301	2675/4	2683/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3238											
326	301	669	671	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3239											
326	301	2677/4	2685/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3240											
326	301	1339/2	1343/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3241											
326	301	2679/4	2687/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3242											
327	302	670	672	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	3243											
327	302	670	672	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3244											
327	302	2681/4	2689/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3245											
327	302	1341/2	1345/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3246											
327	302	2683/4	2691/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3247											
327	302	671	673	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3248											
327	302	2685/4	2693/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3249											
327	302	1343/2	1347/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3250											
327	302	2687/4	2695/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3251											
327	302	672	674	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3252											
327	302	2689/4	2697/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3253											
327	302	1345/2	1349/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3254											
327	302	2691/4	2699/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3255											
328	303	673	675	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	3256											
328	303	673	675	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3257											
328	303	2693/4	2701/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3258											
328	303	1347/2	1351/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3259											
328	303	2695/4	2703/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3260											
328	303	674	676	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3261											
328	303	2697/4	2705/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3262											
328	303	1349/2	1353/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3263											
328	303	2699/4	2707/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3264											
328	303	675	677	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3265											
328	303	2701/4	2709/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3266											
328	303	1351/2	1355/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3267											
328	303	2703/4	2711/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3268											
329	304	676	678	3.0		0	0	Chord	6/8	1	1	3/4		1/2	3/2	3269											
329	304	676	678	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3270											
329	304	2705/4	2713/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3271											
329	304	1353/2	1357/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3272											
329	304	2707/4	2715/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3273											
329	304	677	679	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3274											
329	304	2709/4	2717/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3275											
329	304	1355/2	1359/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3276											
329	304	2711/4	2719/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3277											
329	304	678	680	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	3278											
329	304	2713/4	2721/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	3279											
329	304	1357/2	1361/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	3280											
329	304	2715/4	2723/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	3281											
330	305	679	681	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	3282											
330	305	679	681	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	3283											
330	305	2717/4	2725/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	3284											
330	305	1359/2	1363/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	3285											
330	305	2719/4	2727/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	3286											
330	305	680	682	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	3287											
330	305	2721/4	2729/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	3288											
330	305	1361/2	1365/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16		1/16	1	3289											
330	305	2723/4	2731/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	3290											
