StaffMeasureIndex,SystemIndex,StaffIndex,Left,Top,Height,Width,Image
25,11,4,304,250,20,51,Wagner_WWV086B_171.png
26,12,4,356,250,20,70,Wagner_WWV086B_171.png
27,13,4,427,250,20,70,Wagner_WWV086B_171.png
28,14,4,499,250,20,59,Wagner_WWV086B_171.png
29,15,5,36,330,21,91,Wagner_WWV086B_171.png
30,16,5,129,330,21,69,Wagner_WWV086B_171.png
31,17,5,199,330,21,51,Wagner_WWV086B_171.png
32,18,5,251,330,21,63,Wagner_WWV086B_171.png
33,19,5,316,330,21,54,Wagner_WWV086B_171.png
34,20,5,371,330,21,119,Wagner_WWV086B_171.png
35,21,5,491,330,21,68,Wagner_WWV086B_171.png
36,15,6,36,373,21,91,Wagner_WWV086B_171.png
37,16,6,129,373,21,69,Wagner_WWV086B_171.png
38,17,6,199,373,21,51,Wagner_WWV086B_171.png
39,18,6,251,373,21,63,Wagner_WWV086B_171.png
40,19,6,316,373,21,54,Wagner_WWV086B_171.png
41,20,6,371,373,21,119,Wagner_WWV086B_171.png
42,21,6,490,373,21,69,Wagner_WWV086B_171.png
43,22,7,39,451,21,113,Wagner_WWV086B_171.png
44,23,7,153,451,21,90,Wagner_WWV086B_171.png
45,24,7,244,451,21,90,Wagner_WWV086B_171.png
46,25,7,335,451,21,71,Wagner_WWV086B_171.png
47,26,7,407,451,21,71,Wagner_WWV086B_171.png
48,27,7,480,451,21,76,Wagner_WWV086B_171.png
49,22,8,39,497,21,113,Wagner_WWV086B_171.png
50,23,8,153,497,21,90,Wagner_WWV086B_171.png
51,24,8,244,497,21,90,Wagner_WWV086B_171.png
52,25,8,335,497,21,71,Wagner_WWV086B_171.png
53,26,8,407,497,21,71,Wagner_WWV086B_171.png
54,27,8,480,497,21,76,Wagner_WWV086B_171.png
55,28,9,37,562,22,106,Wagner_WWV086B_171.png
56,29,9,145,562,22,101,Wagner_WWV086B_171.png
57,30,9,247,562,22,108,Wagner_WWV086B_171.png
58,31,9,357,562,22,95,Wagner_WWV086B_171.png
59,32,9,452,562,22,104,Wagner_WWV086B_171.png
60,28,10,37,608,22,106,Wagner_WWV086B_171.png
61,29,10,145,608,22,101,Wagner_WWV086B_171.png
62,30,10,247,608,22,108,Wagner_WWV086B_171.png
63,31,10,357,608,22,95,Wagner_WWV086B_171.png
64,32,10,452,608,22,104,Wagner_WWV086B_171.png
65,33,11,36,678,23,126,Wagner_WWV086B_171.png
66,34,11,163,678,23,92,Wagner_WWV086B_171.png
67,35,11,257,678,23,94,Wagner_WWV086B_171.png
68,36,11,352,678,23,104,Wagner_WWV086B_171.png
69,37,11,457,678,23,98,Wagner_WWV086B_171.png
70,33,12,36,726,23,126,Wagner_WWV086B_171.png
71,34,12,163,726,23,92,Wagner_WWV086B_171.png
72,35,12,257,726,23,94,Wagner_WWV086B_171.png
73,36,12,352,726,23,104,Wagner_WWV086B_171.png
74,37,12,457,726,23,98,Wagner_WWV086B_171.png
1,1,1,45,64,27,126,Wagner_WWV086B_172.png
2,2,1,173,64,27,99,Wagner_WWV086B_172.png
3,3,1,273,64,27,93,Wagner_WWV086B_172.png
4,4,1,367,64,27,93,Wagner_WWV086B_172.png
5,5,1,461,64,27,103,Wagner_WWV086B_172.png
6,1,2,45,116,25,126,Wagner_WWV086B_172.png
7,2,2,173,116,25,99,Wagner_WWV086B_172.png
8,3,2,273,116,25,93,Wagner_WWV086B_172.png
9,4,2,367,116,25,93,Wagner_WWV086B_172.png
10,5,2,461,116,25,103,Wagner_WWV086B_172.png
11,6,3,47,192,23,180,Wagner_WWV086B_172.png
12,7,3,228,192,23,119,Wagner_WWV086B_172.png
13,8,3,348,192,23,97,Wagner_WWV086B_172.png
14,9,3,446,192,23,119,Wagner_WWV086B_172.png
15,6,4,47,241,24,180,Wagner_WWV086B_172.png
16,7,4,228,241,24,119,Wagner_WWV086B_172.png
17,8,4,348,241,24,97,Wagner_WWV086B_172.png
18,9,4,446,241,24,119,Wagner_WWV086B_172.png
19,10,5,48,313,24,174,Wagner_WWV086B_172.png
20,11,5,223,313,24,119,Wagner_WWV086B_172.png
21,12,5,343,313,24,102,Wagner_WWV086B_172.png
22,13,5,446,313,24,119,Wagner_WWV086B_172.png
23,10,6,48,363,24,174,Wagner_WWV086B_172.png
24,11,6,223,363,24,119,Wagner_WWV086B_172.png
25,12,6,343,363,24,102,Wagner_WWV086B_172.png
26,13,6,446,363,24,119,Wagner_WWV086B_172.png
27,14,7,49,432,23,164,Wagner_WWV086B_172.png
28,15,7,214,432,23,127,Wagner_WWV086B_172.png
29,16,7,342,432,23,98,Wagner_WWV086B_172.png
30,17,7,441,432,23,126,Wagner_WWV086B_172.png
31,14,8,49,484,22,164,Wagner_WWV086B_172.png
32,15,8,214,484,22,127,Wagner_WWV086B_172.png
33,16,8,342,484,22,98,Wagner_WWV086B_172.png
34,17,8,441,484,22,126,Wagner_WWV086B_172.png
35,18,9,49,552,24,192,Wagner_WWV086B_172.png
36,19,9,242,552,24,85,Wagner_WWV086B_172.png
37,20,9,328,552,24,74,Wagner_WWV086B_172.png
38,21,9,403,552,24,84,Wagner_WWV086B_172.png
39,22,9,488,552,24,79,Wagner_WWV086B_172.png
40,18,10,49,603,21,192,Wagner_WWV086B_172.png
41,19,10,242,603,21,85,Wagner_WWV086B_172.png
42,20,10,328,603,21,74,Wagner_WWV086B_172.png
43,21,10,403,603,21,84,Wagner_WWV086B_172.png
44,22,10,488,603,21,79,Wagner_WWV086B_172.png
45,23,11,50,667,23,81,Wagner_WWV086B_172.png
46,24,11,132,667,23,52,Wagner_WWV086B_172.png
47,25,11,186,667,23,62,Wagner_WWV086B_172.png
48,26,11,249,667,23,64,Wagner_WWV086B_172.png
49,27,11,314,667,23,72,Wagner_WWV086B_172.png
50,28,11,387,667,23,67,Wagner_WWV086B_172.png
51,29,11,455,667,23,52,Wagner_WWV086B_172.png
52,30,11,509,667,23,59,Wagner_WWV086B_172.png
53,23,12,50,720,21,81,Wagner_WWV086B_172.png
54,24,12,132,720,21,52,Wagner_WWV086B_172.png
55,25,12,186,720,21,62,Wagner_WWV086B_172.png
56,26,12,249,720,21,64,Wagner_WWV086B_172.png
57,27,12,314,720,21,72,Wagner_WWV086B_172.png
58,28,12,387,720,21,67,Wagner_WWV086B_172.png
59,29,12,455,720,21,52,Wagner_WWV086B_172.png
60,30,12,509,720,21,59,Wagner_WWV086B_172.png
1,1,1,45,62,23,193,Wagner_WWV086B_173.png
2,2,1,239,62,23,57,Wagner_WWV086B_173.png
3,3,1,297,62,23,102,Wagner_WWV086B_173.png
4,4,1,400,62,23,164,Wagner_WWV086B_173.png
5,1,2,45,112,22,193,Wagner_WWV086B_173.png
6,2,2,239,112,22,57,Wagner_WWV086B_173.png
7,3,2,297,112,22,102,Wagner_WWV086B_173.png
8,4,2,400,112,22,164,Wagner_WWV086B_173.png
9,5,3,44,194,22,119,Wagner_WWV086B_173.png
10,6,3,164,194,22,52,Wagner_WWV086B_173.png
11,7,3,217,194,22,77,Wagner_WWV086B_173.png
12,8,3,295,194,22,77,Wagner_WWV086B_173.png
13,9,3,374,194,22,86,Wagner_WWV086B_173.png
14,10,3,461,194,22,102,Wagner_WWV086B_173.png
15,5,4,44,238,22,119,Wagner_WWV086B_173.png
16,6,4,164,238,22,52,Wagner_WWV086B_173.png
17,7,4,217,238,22,77,Wagner_WWV086B_173.png
18,8,4,295,238,22,77,Wagner_WWV086B_173.png
19,9,4,374,238,22,86,Wagner_WWV086B_173.png
20,10,4,461,238,22,102,Wagner_WWV086B_173.png
21,11,5,43,316,23,191,Wagner_WWV086B_173.png
22,12,5,235,316,23,167,Wagner_WWV086B_173.png
23,13,5,403,316,23,159,Wagner_WWV086B_173.png
24,11,6,43,364,23,191,Wagner_WWV086B_173.png
25,12,6,235,364,23,167,Wagner_WWV086B_173.png
26,13,6,403,364,23,159,Wagner_WWV086B_173.png
27,14,7,42,428,25,138,Wagner_WWV086B_173.png
28,15,7,181,428,25,69,Wagner_WWV086B_173.png
29,16,7,251,428,25,75,Wagner_WWV086B_173.png
30,17,7,327,428,25,74,Wagner_WWV086B_173.png
31,18,7,402,428,25,69,Wagner_WWV086B_173.png
32,19,7,472,428,25,89,Wagner_WWV086B_173.png
33,14,8,42,481,22,138,Wagner_WWV086B_173.png
34,15,8,181,481,22,69,Wagner_WWV086B_173.png
35,16,8,251,481,22,75,Wagner_WWV086B_173.png
36,17,8,327,481,22,74,Wagner_WWV086B_173.png
37,18,8,402,481,22,69,Wagner_WWV086B_173.png
38,19,8,472,481,22,89,Wagner_WWV086B_173.png
39,20,9,40,545,26,128,Wagner_WWV086B_173.png
40,21,9,168,545,26,97,Wagner_WWV086B_173.png
41,22,9,267,545,26,97,Wagner_WWV086B_173.png
42,23,9,365,545,26,97,Wagner_WWV086B_173.png
43,24,9,463,545,26,97,Wagner_WWV086B_173.png
44,20,10,40,598,22,128,Wagner_WWV086B_173.png
45,21,10,168,598,22,97,Wagner_WWV086B_173.png
46,22,10,267,598,22,97,Wagner_WWV086B_173.png
47,23,10,365,598,22,97,Wagner_WWV086B_173.png
48,24,10,463,598,22,97,Wagner_WWV086B_173.png
49,25,11,38,664,26,129,Wagner_WWV086B_173.png
50,26,11,168,664,26,97,Wagner_WWV086B_173.png
51,27,11,267,664,26,107,Wagner_WWV086B_173.png
52,28,11,375,664,26,94,Wagner_WWV086B_173.png
53,29,11,470,664,26,88,Wagner_WWV086B_173.png
54,25,12,38,713,22,129,Wagner_WWV086B_173.png
55,26,12,168,713,22,97,Wagner_WWV086B_173.png
56,27,12,267,713,22,107,Wagner_WWV086B_173.png
57,28,12,375,713,22,94,Wagner_WWV086B_173.png
58,29,12,470,713,22,88,Wagner_WWV086B_173.png
1,1,1,49,75,23,113,Wagner_WWV086B_174.png
2,2,1,163,75,23,71,Wagner_WWV086B_174.png
3,3,1,235,75,23,81,Wagner_WWV086B_174.png
4,4,1,317,75,23,81,Wagner_WWV086B_174.png
5,5,1,399,75,23,90,Wagner_WWV086B_174.png
6,6,1,490,75,23,82,Wagner_WWV086B_174.png
7,1,2,49,126,22,113,Wagner_WWV086B_174.png
8,2,2,163,126,22,71,Wagner_WWV086B_174.png
9,3,2,235,126,22,81,Wagner_WWV086B_174.png
10,4,2,317,126,22,81,Wagner_WWV086B_174.png
11,5,2,399,126,22,90,Wagner_WWV086B_174.png
12,6,2,490,126,22,82,Wagner_WWV086B_174.png
13,7,3,50,191,21,135,Wagner_WWV086B_174.png
14,8,3,186,191,21,94,Wagner_WWV086B_174.png
15,9,3,281,191,21,98,Wagner_WWV086B_174.png
16,10,3,380,191,21,99,Wagner_WWV086B_174.png
17,11,3,479,191,21,91,Wagner_WWV086B_174.png
18,7,4,50,241,23,135,Wagner_WWV086B_174.png
19,8,4,186,241,23,94,Wagner_WWV086B_174.png
20,9,4,281,241,23,98,Wagner_WWV086B_174.png
21,10,4,380,241,23,99,Wagner_WWV086B_174.png
22,11,4,479,241,23,91,Wagner_WWV086B_174.png
23,12,5,51,307,24,126,Wagner_WWV086B_174.png
24,13,5,178,307,24,80,Wagner_WWV086B_174.png
25,14,5,259,307,24,87,Wagner_WWV086B_174.png
26,15,5,347,307,24,85,Wagner_WWV086B_174.png
27,16,5,433,307,24,140,Wagner_WWV086B_174.png
28,12,6,51,358,22,126,Wagner_WWV086B_174.png
29,13,6,178,358,22,80,Wagner_WWV086B_174.png
30,14,6,259,358,22,87,Wagner_WWV086B_174.png
31,15,6,347,358,22,85,Wagner_WWV086B_174.png
32,16,6,433,358,22,140,Wagner_WWV086B_174.png
33,17,7,50,420,21,118,Wagner_WWV086B_174.png
34,18,7,168,420,21,64,Wagner_WWV086B_174.png
35,19,7,234,420,21,134,Wagner_WWV086B_174.png
36,20,7,369,420,21,58,Wagner_WWV086B_174.png
37,21,7,428,420,21,65,Wagner_WWV086B_174.png
38,22,7,494,420,21,79,Wagner_WWV086B_174.png
39,17,8,50,468,21,118,Wagner_WWV086B_174.png
40,18,8,168,468,21,64,Wagner_WWV086B_174.png
41,19,8,234,468,21,134,Wagner_WWV086B_174.png
42,20,8,369,468,21,58,Wagner_WWV086B_174.png
43,21,8,428,468,21,65,Wagner_WWV086B_174.png
44,22,8,494,468,21,79,Wagner_WWV086B_174.png
45,23,9,51,549,22,105,Wagner_WWV086B_174.png
46,24,9,158,549,22,69,Wagner_WWV086B_174.png
47,25,9,228,549,22,82,Wagner_WWV086B_174.png
48,26,9,311,549,22,75,Wagner_WWV086B_174.png
49,27,9,387,549,22,79,Wagner_WWV086B_174.png
50,28,9,468,549,22,104,Wagner_WWV086B_174.png
51,23,10,51,596,22,105,Wagner_WWV086B_174.png
52,24,10,158,596,22,69,Wagner_WWV086B_174.png
53,25,10,228,596,22,82,Wagner_WWV086B_174.png
54,26,10,311,596,22,75,Wagner_WWV086B_174.png
55,27,10,387,596,22,79,Wagner_WWV086B_174.png
56,28,10,468,596,22,104,Wagner_WWV086B_174.png
57,29,11,51,683,26,134,Wagner_WWV086B_174.png
58,30,11,186,683,26,122,Wagner_WWV086B_174.png
59,31,11,309,683,26,125,Wagner_WWV086B_174.png
60,32,11,435,683,26,138,Wagner_WWV086B_174.png
61,29,12,51,733,22,134,Wagner_WWV086B_174.png
62,30,12,186,733,22,122,Wagner_WWV086B_174.png
63,31,12,309,733,22,125,Wagner_WWV086B_174.png
64,32,12,435,733,22,138,Wagner_WWV086B_174.png
1,1,1,41,72,21,180,Wagner_WWV086B_175.png
2,2,1,222,72,21,155,Wagner_WWV086B_175.png
3,3,1,378,72,21,157,Wagner_WWV086B_175.png
4,1,2,41,123,23,180,Wagner_WWV086B_175.png
5,2,2,222,123,23,155,Wagner_WWV086B_175.png
6,3,2,378,123,23,157,Wagner_WWV086B_175.png
7,4,3,41,195,24,185,Wagner_WWV086B_175.png
8,5,3,226,195,24,165,Wagner_WWV086B_175.png
9,6,3,393,195,24,168,Wagner_WWV086B_175.png
10,4,4,41,244,24,185,Wagner_WWV086B_175.png
11,5,4,226,244,24,165,Wagner_WWV086B_175.png
12,6,4,393,244,24,168,Wagner_WWV086B_175.png
13,7,5,40,309,22,188,Wagner_WWV086B_175.png
14,8,5,229,309,22,166,Wagner_WWV086B_175.png
15,9,5,396,309,22,166,Wagner_WWV086B_175.png
16,7,6,40,359,24,188,Wagner_WWV086B_175.png
17,8,6,229,359,24,166,Wagner_WWV086B_175.png
18,9,6,396,359,24,166,Wagner_WWV086B_175.png
19,10,7,40,423,21,185,Wagner_WWV086B_175.png
20,11,7,226,423,21,166,Wagner_WWV086B_175.png
21,12,7,393,423,21,167,Wagner_WWV086B_175.png
22,10,8,40,471,24,185,Wagner_WWV086B_175.png
23,11,8,226,471,24,166,Wagner_WWV086B_175.png
24,12,8,393,471,24,167,Wagner_WWV086B_175.png
25,13,9,38,535,22,174,Wagner_WWV086B_175.png
26,14,9,214,535,22,150,Wagner_WWV086B_175.png
27,15,9,365,535,22,69,Wagner_WWV086B_175.png
28,16,9,435,535,22,125,Wagner_WWV086B_175.png
29,13,10,38,586,22,174,Wagner_WWV086B_175.png
30,14,10,214,586,22,150,Wagner_WWV086B_175.png
31,15,10,365,586,22,69,Wagner_WWV086B_175.png
32,16,10,435,586,22,125,Wagner_WWV086B_175.png
33,17,11,38,672,24,130,Wagner_WWV086B_175.png
34,18,11,170,672,24,110,Wagner_WWV086B_175.png
35,19,11,281,672,24,117,Wagner_WWV086B_175.png
36,20,11,399,672,24,161,Wagner_WWV086B_175.png
37,17,12,38,725,22,130,Wagner_WWV086B_175.png
38,18,12,170,725,22,110,Wagner_WWV086B_175.png
39,19,12,281,725,22,117,Wagner_WWV086B_175.png
40,20,12,399,725,22,161,Wagner_WWV086B_175.png
1,1,1,45,92,23,180,Wagner_WWV086B_176.png
2,2,1,226,92,23,125,Wagner_WWV086B_176.png
3,3,1,353,92,23,101,Wagner_WWV086B_176.png
4,4,1,455,92,23,105,Wagner_WWV086B_176.png
5,1,2,45,139,22,180,Wagner_WWV086B_176.png
6,2,2,226,139,22,125,Wagner_WWV086B_176.png
7,3,2,353,139,22,101,Wagner_WWV086B_176.png
8,4,2,455,139,22,105,Wagner_WWV086B_176.png
9,5,3,47,211,24,126,Wagner_WWV086B_176.png
10,6,3,174,211,24,90,Wagner_WWV086B_176.png
11,7,3,265,211,24,88,Wagner_WWV086B_176.png
12,8,3,354,211,24,91,Wagner_WWV086B_176.png
13,9,3,446,211,24,115,Wagner_WWV086B_176.png
14,5,4,47,257,23,126,Wagner_WWV086B_176.png
15,6,4,174,257,23,90,Wagner_WWV086B_176.png
16,7,4,265,257,23,88,Wagner_WWV086B_176.png
17,8,4,354,257,23,91,Wagner_WWV086B_176.png
18,9,4,446,257,23,115,Wagner_WWV086B_176.png
19,10,5,48,329,24,186,Wagner_WWV086B_176.png
20,11,5,235,329,24,165,Wagner_WWV086B_176.png
21,12,5,401,329,24,160,Wagner_WWV086B_176.png
22,10,6,48,377,23,186,Wagner_WWV086B_176.png
23,11,6,235,377,23,165,Wagner_WWV086B_176.png
24,12,6,401,377,23,160,Wagner_WWV086B_176.png
25,13,7,49,449,26,191,Wagner_WWV086B_176.png
26,14,7,241,449,26,155,Wagner_WWV086B_176.png
27,15,7,396,449,26,167,Wagner_WWV086B_176.png
28,13,8,49,491,26,191,Wagner_WWV086B_176.png
29,14,8,241,491,26,155,Wagner_WWV086B_176.png
30,15,8,396,491,26,167,Wagner_WWV086B_176.png
31,16,9,51,565,25,174,Wagner_WWV086B_176.png
32,17,9,226,565,25,159,Wagner_WWV086B_176.png
33,18,9,385,565,25,179,Wagner_WWV086B_176.png
34,16,10,51,609,25,174,Wagner_WWV086B_176.png
35,17,10,226,609,25,159,Wagner_WWV086B_176.png
36,18,10,385,609,25,179,Wagner_WWV086B_176.png
37,19,11,54,682,26,180,Wagner_WWV086B_176.png
38,20,11,236,682,26,163,Wagner_WWV086B_176.png
39,21,11,398,682,26,167,Wagner_WWV086B_176.png
40,19,12,54,726,25,180,Wagner_WWV086B_176.png
41,20,12,236,726,25,163,Wagner_WWV086B_176.png
42,21,12,398,726,25,167,Wagner_WWV086B_176.png
1,1,1,44,79,22,144,Wagner_WWV086B_177.png
2,2,1,189,79,22,148,Wagner_WWV086B_177.png
3,3,1,337,79,22,70,Wagner_WWV086B_177.png
4,4,1,409,79,22,118,Wagner_WWV086B_177.png
5,1,2,44,125,23,144,Wagner_WWV086B_177.png
6,2,2,189,125,23,148,Wagner_WWV086B_177.png
7,3,2,337,125,23,70,Wagner_WWV086B_177.png
8,4,2,409,125,23,118,Wagner_WWV086B_177.png
9,5,3,43,193,23,207,Wagner_WWV086B_177.png
10,6,3,251,193,23,148,Wagner_WWV086B_177.png
11,7,3,400,193,23,59,Wagner_WWV086B_177.png
12,8,3,460,193,23,96,Wagner_WWV086B_177.png
13,5,4,43,242,21,207,Wagner_WWV086B_177.png
14,6,4,251,242,21,148,Wagner_WWV086B_177.png
15,7,4,400,242,21,59,Wagner_WWV086B_177.png
16,8,4,460,242,21,96,Wagner_WWV086B_177.png
17,9,5,42,305,26,206,Wagner_WWV086B_177.png
18,10,5,249,305,26,152,Wagner_WWV086B_177.png
19,11,5,402,305,26,153,Wagner_WWV086B_177.png
20,9,6,42,354,21,206,Wagner_WWV086B_177.png
21,10,6,249,354,21,152,Wagner_WWV086B_177.png
22,11,6,402,354,21,153,Wagner_WWV086B_177.png
23,12,7,42,422,24,191,Wagner_WWV086B_177.png
24,13,7,234,422,24,145,Wagner_WWV086B_177.png
25,14,7,380,422,24,175,Wagner_WWV086B_177.png
26,12,8,42,467,22,191,Wagner_WWV086B_177.png
27,13,8,234,467,22,145,Wagner_WWV086B_177.png
28,14,8,380,467,22,175,Wagner_WWV086B_177.png
29,15,9,41,544,23,204,Wagner_WWV086B_177.png
30,16,9,246,544,23,142,Wagner_WWV086B_177.png
31,17,9,389,544,23,83,Wagner_WWV086B_177.png
32,18,9,473,544,23,80,Wagner_WWV086B_177.png
33,15,10,41,591,21,204,Wagner_WWV086B_177.png
34,16,10,246,591,21,142,Wagner_WWV086B_177.png
35,17,10,389,591,21,83,Wagner_WWV086B_177.png
36,18,10,473,591,21,80,Wagner_WWV086B_177.png
37,19,11,41,670,22,116,Wagner_WWV086B_177.png
38,20,11,158,670,22,84,Wagner_WWV086B_177.png
39,21,11,243,670,22,81,Wagner_WWV086B_177.png
40,22,11,324,670,22,77,Wagner_WWV086B_177.png
41,23,11,404,670,22,80,Wagner_WWV086B_177.png
42,24,11,485,670,22,67,Wagner_WWV086B_177.png
43,19,12,41,713,21,116,Wagner_WWV086B_177.png
44,20,12,158,713,21,84,Wagner_WWV086B_177.png
45,21,12,243,713,21,81,Wagner_WWV086B_177.png
46,22,12,324,713,21,77,Wagner_WWV086B_177.png
47,23,12,404,713,21,80,Wagner_WWV086B_177.png
48,24,12,485,713,21,67,Wagner_WWV086B_177.png
1,1,1,56,77,21,172,Wagner_WWV086B_178.png
2,2,1,229,77,21,133,Wagner_WWV086B_178.png
3,3,1,363,77,21,91,Wagner_WWV086B_178.png
4,4,1,456,77,21,113,Wagner_WWV086B_178.png
5,1,2,56,123,24,172,Wagner_WWV086B_178.png
6,2,2,229,123,24,133,Wagner_WWV086B_178.png
7,3,2,363,123,24,91,Wagner_WWV086B_178.png
8,4,2,456,123,24,113,Wagner_WWV086B_178.png
9,5,3,57,202,21,135,Wagner_WWV086B_178.png
10,6,3,193,202,21,89,Wagner_WWV086B_178.png
11,7,3,283,202,21,89,Wagner_WWV086B_178.png
12,8,3,375,202,21,86,Wagner_WWV086B_178.png
13,9,3,463,202,21,105,Wagner_WWV086B_178.png
14,5,4,57,248,21,135,Wagner_WWV086B_178.png
15,6,4,193,248,21,89,Wagner_WWV086B_178.png
16,7,4,283,248,21,89,Wagner_WWV086B_178.png
17,8,4,375,248,21,86,Wagner_WWV086B_178.png
18,9,4,463,248,21,105,Wagner_WWV086B_178.png
19,10,5,57,323,21,226,Wagner_WWV086B_178.png
20,11,5,285,323,21,105,Wagner_WWV086B_178.png
21,12,5,391,323,21,100,Wagner_WWV086B_178.png
22,13,5,492,323,21,77,Wagner_WWV086B_178.png
23,10,6,57,371,22,226,Wagner_WWV086B_178.png
24,11,6,285,371,22,105,Wagner_WWV086B_178.png
25,12,6,391,371,22,100,Wagner_WWV086B_178.png
26,13,6,492,371,22,77,Wagner_WWV086B_178.png
27,14,7,57,441,23,128,Wagner_WWV086B_178.png
28,15,7,186,441,23,65,Wagner_WWV086B_178.png
29,16,7,252,441,23,75,Wagner_WWV086B_178.png
30,17,7,328,441,23,68,Wagner_WWV086B_178.png
31,18,7,397,441,23,97,Wagner_WWV086B_178.png
32,19,7,495,441,23,74,Wagner_WWV086B_178.png
33,14,8,57,490,23,128,Wagner_WWV086B_178.png
34,15,8,186,490,23,65,Wagner_WWV086B_178.png
35,16,8,252,490,23,75,Wagner_WWV086B_178.png
36,17,8,328,490,23,68,Wagner_WWV086B_178.png
37,18,8,397,490,23,97,Wagner_WWV086B_178.png
38,19,8,495,490,23,74,Wagner_WWV086B_178.png
39,20,9,58,559,21,141,Wagner_WWV086B_178.png
40,21,9,200,559,21,94,Wagner_WWV086B_178.png
41,22,9,295,559,21,100,Wagner_WWV086B_178.png
42,23,9,396,559,21,86,Wagner_WWV086B_178.png
43,24,9,483,559,21,86,Wagner_WWV086B_178.png
44,20,10,58,606,20,141,Wagner_WWV086B_178.png
45,21,10,200,606,20,94,Wagner_WWV086B_178.png
46,22,10,295,606,20,100,Wagner_WWV086B_178.png
47,23,10,396,606,20,86,Wagner_WWV086B_178.png
48,24,10,483,606,20,86,Wagner_WWV086B_178.png
49,25,11,58,672,23,107,Wagner_WWV086B_178.png
50,26,11,166,672,23,77,Wagner_WWV086B_178.png
51,27,11,245,672,23,84,Wagner_WWV086B_178.png
52,28,11,330,672,23,77,Wagner_WWV086B_178.png
53,29,11,409,672,23,59,Wagner_WWV086B_178.png
54,30,11,472,672,23,96,Wagner_WWV086B_178.png
55,25,12,58,719,21,107,Wagner_WWV086B_178.png
56,26,12,166,719,21,77,Wagner_WWV086B_178.png
57,27,12,245,719,21,84,Wagner_WWV086B_178.png
58,28,12,330,719,21,77,Wagner_WWV086B_178.png
59,29,12,409,719,21,59,Wagner_WWV086B_178.png
60,30,12,472,719,21,96,Wagner_WWV086B_178.png
1,1,1,44,73,22,142,Wagner_WWV086B_179.png
2,2,1,187,73,22,69,Wagner_WWV086B_179.png
3,3,1,257,73,22,94,Wagner_WWV086B_179.png
4,4,1,352,73,22,87,Wagner_WWV086B_179.png
5,5,1,440,73,22,98,Wagner_WWV086B_179.png
6,1,2,44,120,21,142,Wagner_WWV086B_179.png
7,2,2,187,120,21,69,Wagner_WWV086B_179.png
8,3,2,257,120,21,94,Wagner_WWV086B_179.png
9,4,2,352,120,21,87,Wagner_WWV086B_179.png
10,5,2,440,120,21,98,Wagner_WWV086B_179.png
11,6,3,44,197,21,229,Wagner_WWV086B_179.png
12,7,3,274,197,21,149,Wagner_WWV086B_179.png
13,8,3,423,197,21,133,Wagner_WWV086B_179.png
14,6,4,44,251,23,229,Wagner_WWV086B_179.png
15,7,4,274,251,23,149,Wagner_WWV086B_179.png
16,8,4,423,251,23,133,Wagner_WWV086B_179.png
17,9,5,45,319,20,210,Wagner_WWV086B_179.png
18,10,5,256,319,20,154,Wagner_WWV086B_179.png
19,11,5,410,319,20,146,Wagner_WWV086B_179.png
20,9,6,45,367,23,210,Wagner_WWV086B_179.png
21,10,6,256,367,23,154,Wagner_WWV086B_179.png
22,11,6,410,367,23,146,Wagner_WWV086B_179.png
23,12,7,45,438,21,190,Wagner_WWV086B_179.png
24,13,7,236,438,21,165,Wagner_WWV086B_179.png
25,14,7,402,438,21,155,Wagner_WWV086B_179.png
26,12,8,45,482,23,190,Wagner_WWV086B_179.png
27,13,8,236,482,23,165,Wagner_WWV086B_179.png
28,14,8,402,482,23,155,Wagner_WWV086B_179.png
29,15,9,45,554,22,187,Wagner_WWV086B_179.png
30,16,9,234,554,22,150,Wagner_WWV086B_179.png
31,17,9,385,554,22,172,Wagner_WWV086B_179.png
32,15,10,45,604,21,187,Wagner_WWV086B_179.png
33,16,10,234,604,21,150,Wagner_WWV086B_179.png
34,17,10,385,604,21,172,Wagner_WWV086B_179.png
35,18,11,48,672,23,172,Wagner_WWV086B_179.png
36,19,11,222,672,23,109,Wagner_WWV086B_179.png
37,20,11,332,672,23,109,Wagner_WWV086B_179.png
38,21,11,442,672,23,116,Wagner_WWV086B_179.png
39,18,12,48,718,22,172,Wagner_WWV086B_179.png
40,19,12,222,718,22,109,Wagner_WWV086B_179.png
41,20,12,332,718,22,109,Wagner_WWV086B_179.png
42,21,12,442,718,22,116,Wagner_WWV086B_179.png
1,1,1,44,75,23,146,Wagner_WWV086B_180.png
2,2,1,191,75,23,175,Wagner_WWV086B_180.png
3,3,1,367,75,23,191,Wagner_WWV086B_180.png
4,1,2,44,125,22,146,Wagner_WWV086B_180.png
5,2,2,191,125,22,175,Wagner_WWV086B_180.png
6,3,2,367,125,22,191,Wagner_WWV086B_180.png
7,4,3,44,200,21,204,Wagner_WWV086B_180.png
8,5,3,249,200,21,157,Wagner_WWV086B_180.png
9,6,3,407,200,21,152,Wagner_WWV086B_180.png
10,4,4,44,250,22,204,Wagner_WWV086B_180.png
11,5,4,249,250,22,157,Wagner_WWV086B_180.png
12,6,4,407,250,22,152,Wagner_WWV086B_180.png
13,7,5,45,320,22,203,Wagner_WWV086B_180.png
14,8,5,249,320,22,157,Wagner_WWV086B_180.png
15,9,5,407,320,22,152,Wagner_WWV086B_180.png
16,7,6,45,368,22,203,Wagner_WWV086B_180.png
17,8,6,249,368,22,157,Wagner_WWV086B_180.png
